Case ID,Activity,Resource,Complete Timestamp,Variant,(case) channel,(case) department,(case) group,(case) responsible,concept:instance,lifecycle:transition,org:group
case-8083,T05 Print and send confirmation of receipt,Resource16,2011/07/05 15:14:18.480,Variant 1,Internet,General,Group 8,Resource11,task-31087,complete,Group 2
case-8083,T06 Determine necessity of stop advice,Resource16,2011/07/05 15:14:39.156,Variant 1,Internet,General,Group 8,Resource11,task-31085,complete,Group 1
case-8083,T10 Determine necessity to stop indication,Resource16,2011/07/05 15:15:03.558,Variant 1,Internet,General,Group 8,Resource11,task-31088,complete,Group 1
case-8083,End,End,2011/07/05 15:15:03.558,Variant 1,End,End,End,End,End,End,End
case-8084,Confirmation of receipt,Resource16,2011/07/08 10:26:23.650,Variant 1,Internet,General,Group 8,Resource11,task-28673,complete,EMPTY
case-8084,T02 Check confirmation of receipt,Resource16,2011/07/08 10:26:56.265,Variant 1,Internet,General,Group 8,Resource11,task-31389,complete,Group 4
case-8084,T04 Determine confirmation of receipt,Resource16,2011/07/08 10:27:23.002,Variant 1,Internet,General,Group 8,Resource11,task-31391,complete,Group 3
case-8084,T05 Print and send confirmation of receipt,Resource16,2011/07/08 10:27:45.467,Variant 1,Internet,General,Group 8,Resource11,task-31392,complete,Group 2
case-8084,T06 Determine necessity of stop advice,Resource16,2011/07/08 10:28:11.385,Variant 1,Internet,General,Group 8,Resource11,task-31390,complete,Group 1
case-8084,T10 Determine necessity to stop indication,Resource16,2011/07/08 10:28:51.978,Variant 1,Internet,General,Group 8,Resource11,task-31393,complete,Group 1
case-8084,End,End,2011/07/08 10:28:51.978,Variant 1,End,End,End,End,End,End,End
case-8092,Confirmation of receipt,Resource13,2011/06/22 14:47:16.381,Variant 8,Internet,General,Group 5,Resource13,task-28686,complete,EMPTY
case-8092,T06 Determine necessity of stop advice,Resource13,2011/06/22 14:51:58.810,Variant 8,Internet,General,Group 5,Resource13,task-29523,complete,Group 1
case-8092,T02 Check confirmation of receipt,Resource13,2011/06/22 14:52:31.680,Variant 8,Internet,General,Group 5,Resource13,task-29522,complete,EMPTY
case-8092,T10 Determine necessity to stop indication,Resource13,2011/06/22 14:52:50.457,Variant 8,Internet,General,Group 5,Resource13,task-29524,complete,Group 1
case-8092,T04 Determine confirmation of receipt,Resource13,2011/06/22 14:53:38.453,Variant 8,Internet,General,Group 5,Resource13,task-29525,complete,EMPTY
case-8092,T05 Print and send confirmation of receipt,Resource13,2011/06/22 14:54:35.854,Variant 8,Internet,General,Group 5,Resource13,task-29528,complete,Group 2
case-8092,End,End,2011/06/22 14:54:35.854,Variant 8,End,End,End,End,End,End,End
case-8093,Confirmation of receipt,Resource04,2011/06/22 11:31:37.672,Variant 1,Internet,General,Group 5,Resource04,task-28688,complete,Group 1
case-8093,T02 Check confirmation of receipt,Resource04,2011/06/22 11:32:09.283,Variant 1,Internet,General,Group 5,Resource04,task-29446,complete,Group 4
case-8093,T04 Determine confirmation of receipt,Resource04,2011/06/22 11:32:41.570,Variant 1,Internet,General,Group 5,Resource04,task-29448,complete,Group 3
case-8093,T05 Print and send confirmation of receipt,Resource04,2011/06/22 11:33:14.640,Variant 1,Internet,General,Group 5,Resource04,task-29449,complete,Group 2
case-8093,T06 Determine necessity of stop advice,Resource04,2011/06/22 16:11:01.976,Variant 1,Internet,General,Group 5,Resource04,task-29447,complete,Group 1
case-8093,T10 Determine necessity to stop indication,Resource04,2011/06/22 16:11:24.768,Variant 1,Internet,General,Group 5,Resource04,task-29571,complete,Group 1
case-8093,End,End,2011/06/22 16:11:24.768,Variant 1,End,End,End,End,End,End,End
case-8098,Confirmation of receipt,Resource13,2011/07/04 12:28:30.205,Variant 1,Desk,General,Group 5,Resource13,task-28713,complete,EMPTY
case-8098,T02 Check confirmation of receipt,Resource13,2011/07/04 12:31:29.068,Variant 1,Desk,General,Group 5,Resource13,task-30731,complete,EMPTY
case-8098,T04 Determine confirmation of receipt,Resource13,2011/07/04 12:32:00.667,Variant 1,Desk,General,Group 5,Resource13,task-30735,complete,EMPTY
case-8098,T05 Print and send confirmation of receipt,Resource13,2011/07/04 12:32:47.755,Variant 1,Desk,General,Group 5,Resource13,task-30736,complete,EMPTY
case-8098,T06 Determine necessity of stop advice,Resource13,2011/07/04 12:33:04.137,Variant 1,Desk,General,Group 5,Resource13,task-30732,complete,Group 1
case-8098,T10 Determine necessity to stop indication,Resource13,2011/07/04 12:33:23.885,Variant 1,Desk,General,Group 5,Resource13,task-30739,complete,Group 1
case-8098,End,End,2011/07/04 12:33:23.885,Variant 1,End,End,End,End,End,End,End
case-8100,Confirmation of receipt,Resource06,2011/06/20 10:03:00.459,Variant 1,Internet,General,Group 5,Resource06,task-28715,complete,Group 1
case-8100,T02 Check confirmation of receipt,Resource06,2011/06/20 10:19:35.449,Variant 1,Internet,General,Group 5,Resource06,task-29085,complete,Group 4
case-8100,T04 Determine confirmation of receipt,Resource06,2011/06/20 10:19:53.648,Variant 1,Internet,General,Group 5,Resource06,task-29094,complete,Group 3
case-8100,T05 Print and send confirmation of receipt,Resource06,2011/06/20 10:20:10.860,Variant 1,Internet,General,Group 5,Resource06,task-29095,complete,Group 2
case-8100,T06 Determine necessity of stop advice,Resource06,2011/06/20 10:20:34.147,Variant 1,Internet,General,Group 5,Resource06,task-29086,complete,Group 1
case-8100,T10 Determine necessity to stop indication,Resource06,2011/06/20 12:00:29.389,Variant 1,Internet,General,Group 5,Resource06,task-29096,complete,Group 1
case-8100,End,End,2011/06/20 12:00:29.389,Variant 1,End,End,End,End,End,End,End
case-8102,Confirmation of receipt,Resource13,2011/06/27 14:30:22.026,Variant 10,Internet,General,Group 5,Resource13,task-28717,complete,EMPTY
case-8102,T02 Check confirmation of receipt,Resource13,2011/06/27 14:31:56.502,Variant 10,Internet,General,Group 5,Resource13,task-29835,complete,EMPTY
case-8102,T04 Determine confirmation of receipt,Resource13,2011/06/27 14:32:28.618,Variant 10,Internet,General,Group 5,Resource13,task-29837,complete,EMPTY
case-8102,T06 Determine necessity of stop advice,Resource13,2011/06/27 14:32:52.784,Variant 10,Internet,General,Group 5,Resource13,task-29836,complete,Group 1
case-8102,T05 Print and send confirmation of receipt,Resource13,2011/06/27 14:33:22.251,Variant 10,Internet,General,Group 5,Resource13,task-29838,complete,EMPTY
case-8102,T10 Determine necessity to stop indication,Resource13,2011/06/27 14:33:45.679,Variant 10,Internet,General,Group 5,Resource13,task-29839,complete,Group 1
case-8102,End,End,2011/06/27 14:33:45.679,Variant 10,End,End,End,End,End,End,End
case-8105,Confirmation of receipt,Resource12,2011/07/21 12:06:02.203,Variant 1,Internet,General,Group 5,Resource12,task-28720,complete,EMPTY
case-8105,T02 Check confirmation of receipt,Resource12,2011/07/21 12:19:35.542,Variant 1,Internet,General,Group 5,Resource12,task-32983,complete,Group 4
case-8105,T04 Determine confirmation of receipt,Resource12,2011/07/21 12:20:37.912,Variant 1,Internet,General,Group 5,Resource12,task-32988,complete,Group 3
case-8105,T05 Print and send confirmation of receipt,Resource12,2011/07/21 12:21:55.470,Variant 1,Internet,General,Group 5,Resource12,task-32990,complete,Group 2
case-8105,T06 Determine necessity of stop advice,Resource12,2011/07/21 12:22:40.287,Variant 1,Internet,General,Group 5,Resource12,task-32984,complete,Group 1
case-8105,T10 Determine necessity to stop indication,Resource12,2011/07/21 12:34:35.458,Variant 1,Internet,General,Group 5,Resource12,task-32992,complete,Group 1
case-8105,End,End,2011/07/21 12:34:35.458,Variant 1,End,End,End,End,End,End,End
case-8131,Confirmation of receipt,Resource16,2011/07/08 11:00:07.989,Variant 1,Internet,General,Group 8,Resource11,task-28883,complete,Group 1
case-8131,T02 Check confirmation of receipt,Resource16,2011/07/08 11:00:33.447,Variant 1,Internet,General,Group 8,Resource11,task-31413,complete,Group 4
case-8131,T04 Determine confirmation of receipt,Resource16,2011/07/08 11:01:27.763,Variant 1,Internet,General,Group 8,Resource11,task-31415,complete,Group 3
case-8131,T05 Print and send confirmation of receipt,Resource16,2011/07/08 11:01:52.152,Variant 1,Internet,General,Group 8,Resource11,task-31416,complete,Group 2
case-8131,T06 Determine necessity of stop advice,Resource16,2011/07/08 11:02:15.183,Variant 1,Internet,General,Group 8,Resource11,task-31414,complete,Group 1
case-8131,T10 Determine necessity to stop indication,Resource16,2011/07/08 11:02:58.985,Variant 1,Internet,General,Group 8,Resource11,task-31417,complete,Group 1
case-8131,End,End,2011/07/08 11:02:58.985,Variant 1,End,End,End,End,End,End,End
case-8132,Confirmation of receipt,Resource16,2011/07/05 13:10:25.728,Variant 1,Internet,General,Group 8,Resource11,task-28887,complete,Group 1
case-8132,T02 Check confirmation of receipt,Resource16,2011/07/05 13:10:56.395,Variant 1,Internet,General,Group 8,Resource11,task-31032,complete,Group 4
case-8132,T04 Determine confirmation of receipt,Resource16,2011/07/05 13:11:23.993,Variant 1,Internet,General,Group 8,Resource11,task-31034,complete,Group 3
case-8132,T05 Print and send confirmation of receipt,Resource16,2011/07/05 13:11:47.148,Variant 1,Internet,General,Group 8,Resource11,task-31035,complete,Group 2
case-8132,T06 Determine necessity of stop advice,Resource16,2011/07/05 13:12:15.069,Variant 1,Internet,General,Group 8,Resource11,task-31033,complete,Group 1
case-8132,T10 Determine necessity to stop indication,Resource16,2011/07/05 13:12:42.051,Variant 1,Internet,General,Group 8,Resource11,task-31036,complete,Group 1
case-8132,End,End,2011/07/05 13:12:42.051,Variant 1,End,End,End,End,End,End,End
case-8133,Confirmation of receipt,Resource16,2011/07/05 12:17:08.904,Variant 1,Internet,General,Group 8,Resource11,task-28894,complete,Group 1
case-8133,T02 Check confirmation of receipt,Resource16,2011/07/05 12:17:38.823,Variant 1,Internet,General,Group 8,Resource11,task-30963,complete,Group 4
case-8133,T04 Determine confirmation of receipt,Resource16,2011/07/05 12:18:00.678,Variant 1,Internet,General,Group 8,Resource11,task-30965,complete,Group 3
case-8133,T05 Print and send confirmation of receipt,Resource16,2011/07/05 12:18:26.621,Variant 1,Internet,General,Group 8,Resource11,task-30966,complete,Group 2
case-8133,T06 Determine necessity of stop advice,Resource16,2011/07/05 12:19:09.878,Variant 1,Internet,General,Group 8,Resource11,task-30964,complete,Group 1
case-8133,T10 Determine necessity to stop indication,Resource16,2011/07/05 12:19:35.897,Variant 1,Internet,General,Group 8,Resource11,task-30967,complete,Group 1
case-8133,End,End,2011/07/05 12:19:35.897,Variant 1,End,End,End,End,End,End,End
case-8135,Confirmation of receipt,Resource07,2011/07/05 11:08:44.375,Variant 1,Internet,General,Group 8,Resource11,task-28902,complete,Group 1
case-8135,T02 Check confirmation of receipt,Resource07,2011/07/05 11:24:28.855,Variant 1,Internet,General,Group 8,Resource11,task-30933,complete,Group 4
case-8135,T04 Determine confirmation of receipt,Resource07,2011/07/05 11:25:35.428,Variant 1,Internet,General,Group 8,Resource11,task-30937,complete,Group 3
case-8135,T05 Print and send confirmation of receipt,Resource07,2011/07/05 11:26:27.567,Variant 1,Internet,General,Group 8,Resource11,task-30938,complete,Group 2
case-8135,T06 Determine necessity of stop advice,Resource07,2011/07/05 11:27:08.266,Variant 1,Internet,General,Group 8,Resource11,task-30934,complete,Group 1
case-8135,T10 Determine necessity to stop indication,Resource07,2011/07/05 11:27:41.264,Variant 1,Internet,General,Group 8,Resource11,task-30939,complete,Group 1
case-8135,End,End,2011/07/05 11:27:41.264,Variant 1,End,End,End,End,End,End,End
case-8136,Confirmation of receipt,Resource09,2011/07/01 11:39:07.949,Variant 4,Desk,General,Group 5,Resource09,task-28903,complete,Group 1
case-8136,T02 Check confirmation of receipt,Resource09,2011/07/01 11:39:37.906,Variant 4,Desk,General,Group 5,Resource09,task-30580,complete,Group 4
case-8136,T04 Determine confirmation of receipt,Resource09,2011/07/01 11:40:21.914,Variant 4,Desk,General,Group 5,Resource09,task-30582,complete,Group 3
case-8136,T06 Determine necessity of stop advice,Resource09,2011/07/01 11:41:08.528,Variant 4,Desk,General,Group 5,Resource09,task-30581,complete,Group 1
case-8136,T10 Determine necessity to stop indication,Resource09,2011/07/01 11:41:38.595,Variant 4,Desk,General,Group 5,Resource09,task-30584,complete,Group 1
case-8136,T05 Print and send confirmation of receipt,Resource09,2011/07/01 11:49:44.722,Variant 4,Desk,General,Group 5,Resource09,task-30583,complete,Group 2
case-8136,End,End,2011/07/01 11:49:44.722,Variant 4,End,End,End,End,End,End,End
case-8137,Confirmation of receipt,Resource13,2011/06/27 13:55:24.837,Variant 1,Internet,General,Group 5,Resource13,task-28904,complete,EMPTY
case-8137,T02 Check confirmation of receipt,Resource13,2011/06/27 13:56:08.686,Variant 1,Internet,General,Group 5,Resource13,task-29810,complete,EMPTY
case-8137,T04 Determine confirmation of receipt,Resource13,2011/06/27 13:56:49.205,Variant 1,Internet,General,Group 5,Resource13,task-29812,complete,EMPTY
case-8137,T05 Print and send confirmation of receipt,Resource13,2011/06/27 13:57:22.148,Variant 1,Internet,General,Group 5,Resource13,task-29813,complete,EMPTY
case-8137,T06 Determine necessity of stop advice,Resource13,2011/06/27 13:57:49.676,Variant 1,Internet,General,Group 5,Resource13,task-29811,complete,Group 1
case-8137,T10 Determine necessity to stop indication,Resource13,2011/06/27 13:58:09.048,Variant 1,Internet,General,Group 5,Resource13,task-29814,complete,Group 1
case-8137,End,End,2011/06/27 13:58:09.048,Variant 1,End,End,End,End,End,End,End
case-8138,Confirmation of receipt,Resource01,2011/07/14 13:32:42.453,Variant 1,Internet,General,Group 8,Resource11,task-28907,complete,EMPTY
case-8138,T02 Check confirmation of receipt,Resource01,2011/07/14 13:33:27.308,Variant 1,Internet,General,Group 8,Resource11,task-32009,complete,Group 4
case-8138,T04 Determine confirmation of receipt,Resource01,2011/07/14 13:33:48.564,Variant 1,Internet,General,Group 8,Resource11,task-32011,complete,Group 3
case-8138,T05 Print and send confirmation of receipt,Resource01,2011/07/14 13:34:08.562,Variant 1,Internet,General,Group 8,Resource11,task-32012,complete,Group 2
case-8138,T06 Determine necessity of stop advice,Resource01,2011/07/14 13:34:40.687,Variant 1,Internet,General,Group 8,Resource11,task-32010,complete,Group 1
case-8138,T10 Determine necessity to stop indication,Resource01,2011/07/14 13:35:04.338,Variant 1,Internet,General,Group 8,Resource11,task-32013,complete,Group 1
case-8138,End,End,2011/07/14 13:35:04.338,Variant 1,End,End,End,End,End,End,End
case-8141,Confirmation of receipt,Resource06,2011/07/12 15:53:32.546,Variant 5,Desk,General,Group 5,Resource06,task-29031,complete,EMPTY
case-8141,T06 Determine necessity of stop advice,Resource06,2011/07/21 11:28:10.022,Variant 5,Desk,General,Group 5,Resource06,task-31799,complete,Group 1
case-8141,T02 Check confirmation of receipt,Resource06,2011/11/09 09:53:08.186,Variant 5,Desk,General,Group 5,Resource06,task-31798,complete,EMPTY
case-8141,T04 Determine confirmation of receipt,Resource06,2011/11/09 09:53:24.370,Variant 5,Desk,General,Group 5,Resource06,task-45877,complete,Group 3
case-8141,T05 Print and send confirmation of receipt,Resource06,2011/11/09 09:57:49.951,Variant 5,Desk,General,Group 5,Resource06,task-45878,complete,Group 2
case-8141,T10 Determine necessity to stop indication,Resource06,2011/12/06 17:07:31.109,Variant 5,Desk,General,Group 5,Resource06,task-32960,complete,Group 1
case-8141,End,End,2011/12/06 17:07:31.109,Variant 5,End,End,End,End,End,End,End
case-8142,Confirmation of receipt,Resource09,2011/07/06 16:04:32.166,Variant 5,Desk,General,Group 5,Resource09,task-29050,complete,Group 1
case-8142,T06 Determine necessity of stop advice,Resource09,2011/07/06 16:05:12.160,Variant 5,Desk,General,Group 5,Resource09,task-31200,complete,Group 1
case-8142,T02 Check confirmation of receipt,Resource09,2011/07/06 16:06:31.645,Variant 5,Desk,General,Group 5,Resource09,task-31199,complete,Group 4
case-8142,T04 Determine confirmation of receipt,Resource09,2011/07/06 16:07:01.336,Variant 5,Desk,General,Group 5,Resource09,task-31202,complete,Group 3
case-8142,T05 Print and send confirmation of receipt,Resource09,2011/07/06 16:07:47.950,Variant 5,Desk,General,Group 5,Resource09,task-31203,complete,Group 2
case-8142,T10 Determine necessity to stop indication,Resource09,2011/07/06 16:08:38.772,Variant 5,Desk,General,Group 5,Resource09,task-31201,complete,Group 1
case-8142,End,End,2011/07/06 16:08:38.772,Variant 5,End,End,End,End,End,End,End
case-8179,Confirmation of receipt,Resource13,2011/06/29 11:07:01.086,Variant 5,Internet,General,Group 5,Resource13,task-29084,complete,EMPTY
case-8179,T06 Determine necessity of stop advice,Resource13,2011/06/29 11:09:09.227,Variant 5,Internet,General,Group 5,Resource13,task-30205,complete,Group 1
case-8179,T02 Check confirmation of receipt,Resource13,2011/06/29 11:10:54.648,Variant 5,Internet,General,Group 5,Resource13,task-30204,complete,EMPTY
case-8179,T04 Determine confirmation of receipt,Resource13,2011/06/29 11:11:22.480,Variant 5,Internet,General,Group 5,Resource13,task-30207,complete,EMPTY
case-8179,T05 Print and send confirmation of receipt,Resource13,2011/06/29 11:11:47.742,Variant 5,Internet,General,Group 5,Resource13,task-30208,complete,EMPTY
case-8179,T10 Determine necessity to stop indication,Resource13,2011/06/29 11:19:31.809,Variant 5,Internet,General,Group 5,Resource13,task-30206,complete,Group 1
case-8179,End,End,2011/06/29 11:19:31.809,Variant 5,End,End,End,End,End,End,End
case-8180,Confirmation of receipt,Resource01,2011/07/07 12:20:55.087,Variant 1,Internet,General,Group 8,Resource11,task-29098,complete,EMPTY
case-8180,T02 Check confirmation of receipt,Resource01,2011/07/07 12:21:18.590,Variant 1,Internet,General,Group 8,Resource11,task-31277,complete,Group 4
case-8180,T04 Determine confirmation of receipt,Resource01,2011/07/07 12:21:44.747,Variant 1,Internet,General,Group 8,Resource11,task-31280,complete,Group 3
case-8180,T05 Print and send confirmation of receipt,Resource01,2011/07/07 12:22:15.060,Variant 1,Internet,General,Group 8,Resource11,task-31282,complete,Group 2
case-8180,T06 Determine necessity of stop advice,Resource01,2011/07/07 12:22:38.614,Variant 1,Internet,General,Group 8,Resource11,task-31278,complete,Group 1
case-8180,T10 Determine necessity to stop indication,Resource01,2011/07/07 12:23:02.697,Variant 1,Internet,General,Group 8,Resource11,task-31285,complete,Group 1
case-8180,End,End,2011/07/07 12:23:02.697,Variant 1,End,End,End,End,End,End,End
case-8183,Confirmation of receipt,Resource06,2011/06/27 10:47:40.274,Variant 1,Desk,General,Group 5,Resource06,task-29109,complete,Group 1
case-8183,T02 Check confirmation of receipt,Resource06,2011/06/27 11:47:24.200,Variant 1,Desk,General,Group 5,Resource06,task-29758,complete,Group 4
case-8183,T04 Determine confirmation of receipt,Resource06,2011/06/27 14:03:24.786,Variant 1,Desk,General,Group 5,Resource06,task-29784,complete,Group 3
case-8183,T05 Print and send confirmation of receipt,Resource06,2011/06/27 14:03:43.471,Variant 1,Desk,General,Group 5,Resource06,task-29827,complete,Group 2
case-8183,T06 Determine necessity of stop advice,Resource06,2011/06/27 14:07:18.920,Variant 1,Desk,General,Group 5,Resource06,task-29759,complete,Group 1
case-8183,T10 Determine necessity to stop indication,Resource06,2011/06/27 14:07:56.300,Variant 1,Desk,General,Group 5,Resource06,task-29830,complete,Group 1
case-8183,End,End,2011/06/27 14:07:56.300,Variant 1,End,End,End,End,End,End,End
case-8184,Confirmation of receipt,Resource23,2011/06/28 13:49:13.915,Variant 1,Desk,General,Group 5,Resource23,task-29138,complete,Group 1
case-8184,T02 Check confirmation of receipt,Resource23,2011/06/28 13:50:02.553,Variant 1,Desk,General,Group 5,Resource23,task-30108,complete,Group 4
case-8184,T04 Determine confirmation of receipt,Resource23,2011/06/28 13:50:39.203,Variant 1,Desk,General,Group 5,Resource23,task-30110,complete,Group 3
case-8184,T05 Print and send confirmation of receipt,Resource23,2011/06/28 13:54:12.278,Variant 1,Desk,General,Group 5,Resource23,task-30111,complete,Group 2
case-8184,T06 Determine necessity of stop advice,Resource23,2011/07/01 12:19:09.308,Variant 1,Desk,General,Group 5,Resource23,task-30109,complete,Group 1
case-8184,T10 Determine necessity to stop indication,Resource23,2011/07/01 12:21:49.271,Variant 1,Desk,General,Group 5,Resource23,task-30600,complete,Group 1
case-8184,End,End,2011/07/01 12:21:49.271,Variant 1,End,End,End,End,End,End,End
case-8198,Confirmation of receipt,Resource01,2011/07/13 14:12:58.533,Variant 1,Internet,General,Group 8,Resource11,task-29263,complete,EMPTY
case-8198,T02 Check confirmation of receipt,Resource01,2011/07/13 14:13:21.658,Variant 1,Internet,General,Group 8,Resource11,task-31922,complete,Group 4
case-8198,T04 Determine confirmation of receipt,Resource01,2011/07/13 14:13:41.158,Variant 1,Internet,General,Group 8,Resource11,task-31924,complete,Group 3
case-8198,T05 Print and send confirmation of receipt,Resource01,2011/07/13 14:14:01.090,Variant 1,Internet,General,Group 8,Resource11,task-31925,complete,Group 2
case-8198,T06 Determine necessity of stop advice,Resource01,2011/07/13 14:14:15.882,Variant 1,Internet,General,Group 8,Resource11,task-31923,complete,Group 1
case-8198,T10 Determine necessity to stop indication,Resource01,2011/07/13 14:14:53.068,Variant 1,Internet,General,Group 8,Resource11,task-31926,complete,Group 1
case-8198,End,End,2011/07/13 14:14:53.068,Variant 1,End,End,End,End,End,End,End
case-8199,Confirmation of receipt,Resource04,2011/06/22 15:01:31.637,Variant 1,Internet,General,Group 5,Resource04,task-29294,complete,Group 1
case-8199,T02 Check confirmation of receipt,Resource04,2011/06/22 15:01:50.701,Variant 1,Internet,General,Group 5,Resource04,task-29541,complete,Group 4
case-8199,T04 Determine confirmation of receipt,Resource04,2011/06/22 15:02:10.143,Variant 1,Internet,General,Group 5,Resource04,task-29543,complete,Group 3
case-8199,T05 Print and send confirmation of receipt,Resource04,2011/06/22 15:02:28.179,Variant 1,Internet,General,Group 5,Resource04,task-29544,complete,Group 2
case-8199,T06 Determine necessity of stop advice,Resource04,2011/06/24 09:52:19.621,Variant 1,Internet,General,Group 5,Resource04,task-29542,complete,Group 1
case-8199,T10 Determine necessity to stop indication,Resource04,2011/06/24 09:52:39.470,Variant 1,Internet,General,Group 5,Resource04,task-29643,complete,Group 1
case-8199,End,End,2011/06/24 09:52:39.470,Variant 1,End,End,End,End,End,End,End
case-8232,Confirmation of receipt,Resource05,2011/07/04 14:52:06.292,Variant 2,Internet,General,Group 5,Resource05,task-29671,complete,EMPTY
case-8232,T06 Determine necessity of stop advice,Resource05,2011/07/04 15:06:54.393,Variant 2,Internet,General,Group 5,Resource05,task-30789,complete,Group 1
case-8232,T10 Determine necessity to stop indication,Resource05,2011/07/04 15:11:22.323,Variant 2,Internet,General,Group 5,Resource05,task-30801,complete,Group 1
case-8232,T02 Check confirmation of receipt,Resource05,2011/07/04 15:12:14.652,Variant 2,Internet,General,Group 5,Resource05,task-30788,complete,Group 4
case-8232,T04 Determine confirmation of receipt,Resource05,2011/07/04 15:13:17.216,Variant 2,Internet,General,Group 5,Resource05,task-30807,complete,Group 3
case-8232,T05 Print and send confirmation of receipt,Resource05,2011/07/04 15:13:46.110,Variant 2,Internet,General,Group 5,Resource05,task-30808,complete,Group 2
case-8232,End,End,2011/07/04 15:13:46.110,Variant 2,End,End,End,End,End,End,End
case-8234,Confirmation of receipt,Resource14,2011/08/26 11:38:57.113,Variant 1,Internet,General,Group 5,Resource14,task-29675,complete,EMPTY
case-8234,T02 Check confirmation of receipt,Resource14,2011/08/26 11:39:24.737,Variant 1,Internet,General,Group 5,Resource14,task-37187,complete,Group 4
case-8234,T04 Determine confirmation of receipt,Resource14,2011/08/26 11:39:45.761,Variant 1,Internet,General,Group 5,Resource14,task-37189,complete,Group 3
case-8234,T05 Print and send confirmation of receipt,Resource14,2011/08/26 11:40:16.633,Variant 1,Internet,General,Group 5,Resource14,task-37190,complete,Group 2
case-8234,T06 Determine necessity of stop advice,Resource14,2011/08/26 11:40:37.718,Variant 1,Internet,General,Group 5,Resource14,task-37188,complete,Group 1
case-8234,T10 Determine necessity to stop indication,Resource14,2011/08/26 11:41:12.151,Variant 1,Internet,General,Group 5,Resource14,task-37191,complete,Group 1
case-8234,End,End,2011/08/26 11:41:12.151,Variant 1,End,End,End,End,End,End,End
case-8259,Confirmation of receipt,Resource12,2011/08/08 15:44:02.220,Variant 1,Internet,General,Group 5,Resource12,task-29770,complete,EMPTY
case-8259,T02 Check confirmation of receipt,Resource12,2011/08/08 15:44:45.625,Variant 1,Internet,General,Group 5,Resource12,task-35685,complete,Group 4
case-8259,T04 Determine confirmation of receipt,Resource12,2011/08/08 15:45:33.258,Variant 1,Internet,General,Group 5,Resource12,task-35687,complete,Group 3
case-8259,T05 Print and send confirmation of receipt,Resource12,2011/08/08 15:46:21.601,Variant 1,Internet,General,Group 5,Resource12,task-35688,complete,Group 2
case-8259,T06 Determine necessity of stop advice,Resource12,2011/08/08 15:46:44.947,Variant 1,Internet,General,Group 5,Resource12,task-35686,complete,Group 1
case-8259,T10 Determine necessity to stop indication,Resource12,2011/08/08 15:47:10.742,Variant 1,Internet,General,Group 5,Resource12,task-35689,complete,Group 1
case-8259,End,End,2011/08/08 15:47:10.742,Variant 1,End,End,End,End,End,End,End
case-8261,Confirmation of receipt,Resource27,2011/06/27 11:50:43.177,Variant 5,Internet,General,Group 8,Resource11,task-29785,complete,Group 1
case-8261,T06 Determine necessity of stop advice,Resource01,2011/07/14 14:58:06.481,Variant 5,Internet,General,Group 8,Resource11,task-29787,complete,Group 1
case-8261,T02 Check confirmation of receipt,Resource01,2011/07/14 14:58:34.106,Variant 5,Internet,General,Group 8,Resource11,task-29786,complete,EMPTY
case-8261,T04 Determine confirmation of receipt,Resource01,2011/07/14 15:00:10.399,Variant 5,Internet,General,Group 8,Resource11,task-32050,complete,Group 3
case-8261,T05 Print and send confirmation of receipt,Resource01,2011/07/14 15:00:29.442,Variant 5,Internet,General,Group 8,Resource11,task-32051,complete,Group 2
case-8261,T10 Determine necessity to stop indication,Resource01,2011/07/14 15:02:43.390,Variant 5,Internet,General,Group 8,Resource11,task-32049,complete,Group 1
case-8261,End,End,2011/07/14 15:02:43.390,Variant 5,End,End,End,End,End,End,End
case-8263,Confirmation of receipt,Resource01,2011/07/20 10:07:08.407,Variant 1,Internet,General,Group 8,Resource11,task-29791,complete,EMPTY
case-8263,T02 Check confirmation of receipt,Resource01,2011/07/20 10:07:39.818,Variant 1,Internet,General,Group 8,Resource11,task-32551,complete,Group 4
case-8263,T04 Determine confirmation of receipt,Resource01,2011/07/20 10:08:01.275,Variant 1,Internet,General,Group 8,Resource11,task-32553,complete,Group 3
case-8263,T05 Print and send confirmation of receipt,Resource01,2011/07/20 10:08:24.214,Variant 1,Internet,General,Group 8,Resource11,task-32554,complete,Group 2
case-8263,T06 Determine necessity of stop advice,Resource01,2011/07/20 10:08:41.227,Variant 1,Internet,General,Group 8,Resource11,task-32552,complete,Group 1
case-8263,T10 Determine necessity to stop indication,Resource01,2011/07/20 10:09:23.789,Variant 1,Internet,General,Group 8,Resource11,task-32555,complete,Group 1
case-8263,End,End,2011/07/20 10:09:23.789,Variant 1,End,End,End,End,End,End,End
case-8264,Confirmation of receipt,Resource27,2011/06/27 12:17:25.441,Variant 1,Internet,General,Group 8,Resource11,task-29792,complete,Group 1
case-8264,T02 Check confirmation of receipt,Resource01,2011/07/14 15:32:01.996,Variant 1,Internet,General,Group 8,Resource11,task-29793,complete,EMPTY
case-8264,T04 Determine confirmation of receipt,Resource01,2011/07/14 15:32:28.491,Variant 1,Internet,General,Group 8,Resource11,task-32072,complete,Group 3
case-8264,T05 Print and send confirmation of receipt,Resource01,2011/07/14 15:33:00.223,Variant 1,Internet,General,Group 8,Resource11,task-32073,complete,Group 2
case-8264,T06 Determine necessity of stop advice,Resource01,2011/07/14 15:33:17.387,Variant 1,Internet,General,Group 8,Resource11,task-29794,complete,Group 1
